,Region Name (GO),ONS LACode,ONS LA Name,CP,S Ref E,S Ref N,S Ref Latitude,S Ref Longitude,Road,A-Junction,A Ref E,A Ref N,B-Junction,B Ref E,B Ref N,RCat,iDir,Year,dCount,Hour,PC,2WMV,CAR,BUS,LGV,HGVR2,HGVR3,HGVR4,HGVA3,HGVA5,HGVA6,HGV,AMV
1686188,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,7,0,12,1047.0,4,199,61.0,5,5.0,5.0,5,16.0,97.0,1359.0
1686189,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,8,0,13,995.0,14,147,77.0,3,12.0,6.0,10,17.0,125.0,1294.0
1686190,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,9,0,5,622.0,24,154,71.0,5,16.0,3.0,9,29.0,133.0,938.0
1686191,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,10,0,10,634.0,14,184,90.0,6,19.0,3.0,12,34.0,164.0,1006.0
1686192,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,11,0,12,696.0,14,248,124.0,6,14.0,0.0,9,20.0,173.0,1143.0
1686193,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,12,0,8,817.0,15,276,115.0,12,16.0,2.0,4,20.0,169.0,1285.0
1686194,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,13,0,12,961.0,15,330,106.0,8,17.0,4.0,0,51.0,186.0,1504.0
1686195,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,14,0,20,1115.0,21,436,114.0,7,11.0,5.0,0,45.0,182.0,1774.0
1686196,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,15,0,21,1215.0,21,495,133.0,11,21.0,2.0,4,36.0,207.0,1959.0
1686197,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,16,0,50,1653.0,15,641,115.0,8,6.0,8.0,8,14.0,159.0,2518.0
1686198,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,17,0,64,1929.0,29,542,82.0,9,3.0,7.0,7,12.0,120.0,2684.0
1686199,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,N,2016,2016-05-05,18,0,90,1909.0,33,326,55.0,3,4.0,1.0,4,5.0,72.0,2430.0
1686200,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,7,0,85,1574.0,24,671,142.0,10,20.0,5.0,6,31.0,214.0,2568.0
1686201,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,8,0,62,1410.0,18,339,90.0,5,18.0,8.0,9,41.0,171.0,2000.0
1686202,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,9,0,38,1499.0,30,351,101.0,10,27.0,8.0,7,52.0,205.0,2123.0
1686203,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,10,0,16,1017.0,16,249,88.0,7,15.0,6.0,11,41.0,168.0,1466.0
1686204,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,11,0,9,900.0,17,233,48.0,5,13.0,7.0,6,26.0,105.0,1264.0
1686205,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,12,0,11,820.0,23,156,61.0,2,13.0,12.0,12,34.0,134.0,1144.0
1686206,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,13,0,19,723.0,15,157,49.0,3,19.0,8.0,6,28.0,113.0,1027.0
1686207,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,14,0,7,744.0,18,170,46.0,6,14.0,7.0,5,26.0,104.0,1043.0
1686208,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,15,0,9,803.0,17,150,52.0,4,16.0,4.0,6,21.0,103.0,1082.0
1686209,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,16,0,16,912.0,21,134,38.0,1,14.0,7.0,6,16.0,82.0,1165.0
1686210,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,17,0,12,1241.0,23,148,25.0,5,5.0,4.0,5,12.0,56.0,1480.0
1686211,London,E09000003,Barnet,6000,522170,189100,51.587520736,-0.237952792,M1,A406,522849,187450,M1 spur,521990,190950,TM,S,2016,2016-05-05,18,0,16,1331.0,17,104,33.0,4,2.0,11.0,3,6.0,59.0,1527.0
1686356,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,7,0,109,3721.0,34,824,160.0,23,36.0,11.0,45,25.0,300.0,4988.0
1686357,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,8,0,81,3297.0,32,591,148.0,16,27.0,14.0,46,22.0,273.0,4274.0
1686358,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,9,0,32,3139.0,34,569,146.0,7,28.0,11.0,52,29.0,273.0,4047.0
1686359,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,10,0,23,3410.0,33,656,172.0,9,42.0,8.0,61,30.0,322.0,4444.0
1686360,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,11,0,22,3186.0,28,606,185.0,13,50.0,8.0,61,33.0,350.0,4192.0
1686361,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,12,0,29,3141.0,33,567,150.0,10,42.0,2.0,54,26.0,284.0,4054.0
1686362,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,13,0,20,3320.0,24,519,148.0,12,71.0,10.0,34,13.0,288.0,4171.0
1686363,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,14,0,20,3212.0,15,482,150.0,8,39.0,4.0,38,22.0,261.0,3990.0
1686364,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,15,0,20,3418.0,30,499,134.0,9,33.0,9.0,47,22.0,254.0,4221.0
1686365,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,16,0,35,4241.0,35,519,100.0,4,12.0,6.0,28,8.0,158.0,4988.0
1686366,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,17,0,54,4645.0,30,409,66.0,5,7.0,2.0,18,5.0,103.0,5241.0
1686367,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,E,2016,2016-09-20,18,0,37,4424.0,28,351,47.0,6,3.0,5.0,15,13.0,89.0,4929.0
1686368,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,7,0,42,4855.0,16,551,120.0,7,16.0,13.0,35,9.0,200.0,5664.0
1686369,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,8,0,53,4386.0,36,469,110.0,5,31.0,20.0,37,11.0,214.0,5158.0
1686370,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,9,0,31,3615.0,39,461,174.0,9,46.0,13.0,50,13.0,305.0,4451.0
1686371,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,10,0,17,3159.0,37,547,196.0,19,37.0,14.0,55,33.0,354.0,4114.0
1686372,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,11,0,18,3008.0,24,527,208.0,20,56.0,12.0,55,22.0,373.0,3950.0
1686373,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,12,0,23,3210.0,37,591,222.0,15,44.0,5.0,50,19.0,355.0,4216.0
1686374,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,13,0,19,3358.0,24,690,224.0,17,52.0,5.0,48,19.0,365.0,4456.0
1686375,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,14,0,33,3629.0,41,806,200.0,21,78.0,7.0,50,17.0,373.0,4882.0
1686376,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,15,0,41,3690.0,29,904,158.0,23,55.0,9.0,46,10.0,301.0,4965.0
1686377,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,16,0,69,4160.0,34,865,118.0,16,21.0,5.0,41,7.0,208.0,5336.0
1686378,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,17,0,100,4042.0,35,665,77.0,2,8.0,4.0,29,12.0,132.0,4974.0
1686379,London,E09000017,Hillingdon,6013,508900,178400,51.494067034,-0.432721583,M4,4,507464,178550,3,510345,178266,TM,W,2016,2016-09-20,18,0,99,4251.0,37,539,72.0,8,5.0,11.0,31,10.0,137.0,5063.0
1686812,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,7,4,96,1682.0,9,719,117.0,21,48.0,2.0,3,8.0,199.0,2705.0
1686813,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,8,2,83,1708.0,14,594,118.0,10,37.0,3.0,9,9.0,186.0,2585.0
1686814,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,9,4,36,1658.0,18,480,99.0,15,62.0,5.0,9,13.0,203.0,2395.0
1686815,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,10,2,25,1579.0,14,649,112.0,21,67.0,2.0,5,13.0,220.0,2487.0
1686816,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,11,0,19,1533.0,10,591,118.0,15,61.0,1.0,7,8.0,210.0,2363.0
1686817,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,12,2,19,1505.0,14,583,119.0,11,52.0,3.0,8,12.0,205.0,2326.0
1686818,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,13,0,29,1615.0,16,717,101.0,16,52.0,4.0,5,16.0,194.0,2571.0
1686819,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,14,0,26,1784.0,12,674,99.0,12,56.0,2.0,3,7.0,179.0,2675.0
1686820,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,15,1,53,1826.0,10,693,79.0,13,51.0,1.0,4,6.0,154.0,2736.0
1686821,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,16,3,73,1972.0,13,696,77.0,10,20.0,4.0,7,6.0,124.0,2878.0
1686822,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,17,8,92,1991.0,16,496,78.0,1,25.0,1.0,4,1.0,110.0,2705.0
1686823,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,N,2016,2016-05-18,18,11,104,2049.0,22,585,88.0,2,15.0,2.0,10,2.0,119.0,2879.0
1686824,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,7,7,134,1935.0,22,636,116.0,14,34.0,6.0,16,13.0,199.0,2926.0
1686825,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,8,5,77,2028.0,14,474,110.0,16,42.0,2.0,13,12.0,195.0,2788.0
1686826,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,9,3,25,1773.0,18,510,123.0,15,65.0,2.0,20,10.0,235.0,2561.0
1686827,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,10,0,25,1671.0,11,501,132.0,23,64.0,3.0,19,18.0,259.0,2467.0
1686828,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,11,0,16,1602.0,10,585,140.0,17,55.0,8.0,26,13.0,259.0,2472.0
1686829,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,12,1,15,1528.0,14,526,154.0,11,54.0,3.0,16,13.0,251.0,2334.0
1686830,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,13,4,39,1631.0,15,681,127.0,19,58.0,9.0,16,46.0,275.0,2641.0
1686831,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,14,3,33,1523.0,14,614,146.0,26,81.0,17.0,17,44.0,331.0,2515.0
1686832,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,15,3,63,1872.0,15,729,136.0,21,62.0,18.0,16,49.0,302.0,2981.0
1686833,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,16,5,54,1919.0,13,746,100.0,30,41.0,4.0,18,11.0,204.0,2936.0
1686834,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,17,2,65,2188.0,18,658,83.0,15,28.0,3.0,13,9.0,151.0,3080.0
1686835,London,E09000030,Tower Hamlets,6071,538180,181800,51.518228461,-0.009865919,A12,A13,538336,181082,A11,537850,183070,PU,S,2016,2016-05-18,18,12,85,2157.0,26,480,89.0,23,37.0,9.0,15,12.0,185.0,2933.0
1686836,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,7,6,54,624.0,21,139,16.0,6,6.0,1.0,0,0.0,29.0,867.0
1686837,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,8,10,12,662.0,13,119,18.0,7,32.0,8.0,7,7.0,79.0,885.0
1686838,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,9,2,5,642.0,36,172,22.0,5,45.0,4.0,7,12.0,95.0,950.0
1686839,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,10,1,12,642.0,34,203,38.0,12,36.0,5.0,11,4.0,106.0,997.0
1686840,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,11,2,7,655.0,31,247,56.0,12,55.0,4.0,16,7.0,150.0,1090.0
1686841,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,12,2,15,708.0,27,292,46.0,10,45.0,7.0,7,7.0,122.0,1164.0
1686842,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,13,2,17,769.0,24,354,47.0,20,50.0,5.0,23,4.0,149.0,1313.0
1686843,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,14,5,23,812.0,31,370,44.0,14,55.0,7.0,12,4.0,136.0,1372.0
1686844,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,15,6,39,938.0,13,442,43.0,9,42.0,8.0,11,5.0,118.0,1550.0
1686845,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,16,5,88,1091.0,18,537,30.0,4,12.0,5.0,4,6.0,61.0,1795.0
1686846,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,17,9,143,1081.0,21,440,27.0,0,12.0,2.0,8,4.0,53.0,1738.0
1686847,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,E,2016,2016-05-10,18,19,125,1016.0,28,256,16.0,1,5.0,5.0,4,3.0,34.0,1459.0
1686848,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,7,14,111,469.0,43,238,30.0,10,19.0,6.0,8,12.0,85.0,946.0
1686849,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,8,6,73,599.0,38,294,39.0,13,23.0,1.0,6,10.0,92.0,1096.0
1686850,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,9,1,26,452.0,47,115,39.0,7,41.0,3.0,1,14.0,105.0,745.0
1686851,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,10,0,16,595.0,51,269,39.0,13,60.0,4.0,9,9.0,134.0,1065.0
1686852,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,11,0,5,506.0,35,160,36.0,9,36.0,3.0,8,14.0,106.0,812.0
1686853,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,12,1,16,637.0,44,190,31.0,8,49.0,4.0,7,9.0,108.0,995.0
1686854,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,13,0,7,524.0,38,145,22.0,10,58.0,5.0,6,4.0,105.0,819.0
1686855,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,14,2,14,795.0,41,181,29.0,9,34.0,2.0,7,7.0,88.0,1119.0
1686856,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,15,3,6,590.0,36,99,13.0,9,18.0,1.0,7,3.0,51.0,782.0
1686857,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,16,2,16,750.0,29,124,12.0,3,8.0,0.0,4,5.0,32.0,951.0
1686858,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,17,7,17,698.0,31,98,9.0,3,1.0,3.0,2,2.0,20.0,864.0
1686859,London,E09000011,Greenwich,6096,540600,177000,51.474499742,0.023078428,A2,A2213,540491,176986,A102,540694,177059,PU,W,2016,2016-05-10,18,9,24,887.0,27,127,4.0,3,2.0,1.0,7,5.0,22.0,1087.0
1686860,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,7,0,38,2950.0,13,799,80.0,8,41.0,4.0,24,32.0,189.0,3989.0
1686861,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,8,0,13,3302.0,27,608,84.0,17,53.0,12.0,37,41.0,244.0,4194.0
1686862,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,9,0,22,2748.0,24,581,76.0,16,64.0,9.0,46,29.0,240.0,3615.0
1686863,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,10,0,32,2321.0,13,592,78.0,16,42.0,11.0,35,19.0,201.0,3159.0
1686864,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,11,0,17,2685.0,13,729,117.0,18,45.0,14.0,33,42.0,269.0,3713.0
1686865,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,12,0,30,3008.0,9,841,108.0,12,50.0,17.0,30,40.0,257.0,4145.0
1686866,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,13,0,32,2998.0,13,962,120.0,16,58.0,17.0,43,34.0,288.0,4293.0
1686867,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,14,0,51,3324.0,25,1066,102.0,18,64.0,5.0,31,27.0,247.0,4713.0
1686868,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,15,0,62,3704.0,26,1304,103.0,10,38.0,12.0,31,27.0,221.0,5317.0
1686869,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,16,0,97,3859.0,18,1045,57.0,11,13.0,4.0,20,17.0,122.0,5141.0
1686870,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,17,0,114,4342.0,44,1040,40.0,7,7.0,13.0,21,21.0,109.0,5649.0
1686871,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,E,2016,2016-04-29,18,0,138,3756.0,63,583,24.0,1,4.0,4.0,14,21.0,68.0,4608.0
1686872,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,7,1,167,3643.0,61,1243,90.0,22,43.0,10.0,10,28.0,203.0,5317.0
1686873,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,8,0,123,2654.0,25,668,95.0,20,32.0,10.0,20,22.0,199.0,3669.0
1686874,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,9,0,53,2524.0,26,884,96.0,8,58.0,12.0,18,36.0,228.0,3715.0
1686875,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,10,0,16,2322.0,12,629,93.0,16,31.0,6.0,27,24.0,197.0,3176.0
1686876,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,11,0,24,2264.0,12,549,50.0,12,43.0,4.0,12,24.0,145.0,2994.0
1686877,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,12,0,31,2429.0,14,527,81.0,8,55.0,3.0,13,31.0,191.0,3192.0
1686878,London,E09000004,Bexley,6097,550000,174100,51.446030922,0.157097994,A2,A223,549820,174240,LA Boundary,550980,173590,PR,W,2016,2016-04-29,13,0,31,2513.0,17,511,95.0,4,41.0,3.0,20,31.0,194.0,3266.0
